tempo_arduino_us,tempo_relogio_pc,contador,ax,ay,az,gx,gy,gz
10228288.0,363765.511776,50.0,1.0,-0.01,-0.05,-3.41,0.43,-0.55
10232912.0,363765.5623339,51.0,1.01,-0.01,-0.05,-3.66,0.37,-0.24
10237536.0,363765.567615,52.0,1.0,-0.01,-0.04,-3.72,0.3,-0.49
10242156.0,363765.6154132,53.0,1.0,-0.0,-0.05,-3.6,0.3,-0.37
10246756.0,363765.661874,54.0,1.0,-0.01,-0.05,-3.35,0.0,-0.3
10251332.0,363765.7100842,55.0,1.0,-0.01,-0.05,-3.35,0.12,-0.24
10255948.0,363765.7569324,56.0,1.0,-0.01,-0.04,-3.29,-0.06,-0.18
10260556.0,363765.8057344,57.0,1.0,-0.0,-0.04,-3.41,0.43,-0.24
10265156.0,363765.8581994,58.0,1.0,-0.01,-0.05,-3.72,0.49,-0.24
10269780.0,363765.9058402,59.0,1.0,0.0,-0.05,-3.72,0.06,-0.18
10274372.0,363765.9562382,60.0,1.0,-0.01,-0.05,-3.6,0.12,-0.37
10278992.0,363766.0043534,61.0,1.0,-0.01,-0.05,-3.48,0.18,-0.43
10283592.0,363766.0550071,62.0,1.0,-0.0,-0.05,-3.41,0.0,-0.37
10288156.0,363766.1542958,63.0,1.0,-0.0,-0.05,-3.84,0.24,-0.49
10292752.0,363766.156184,64.0,1.0,-0.01,-0.04,-3.6,0.18,-0.3
10297360.0,363766.2567528,65.0,1.0,-0.0,-0.05,-3.41,0.18,-0.37
10301968.0,363766.3040708,66.0,1.0,-0.01,-0.05,-3.48,-0.06,-0.18
10306588.0,363766.3595416,67.0,1.0,-0.01,-0.04,-3.41,0.18,-0.18
10311192.0,363766.4079961,68.0,1.0,-0.0,-0.04,-3.54,0.24,-0.43
10315804.0,363766.4634596,69.0,1.0,-0.01,-0.04,-3.41,0.43,-0.55
10320408.0,363766.5200467,70.0,1.0,-0.01,-0.04,-3.48,0.12,-0.55
10325036.0,363766.5698433,71.0,1.0,-0.0,-0.04,-3.48,0.18,-0.43
10329640.0,363766.628311,72.0,1.0,-0.01,-0.05,-3.6,0.12,-0.3
10334256.0,363766.6782611,73.0,1.0,-0.0,-0.05,-3.29,0.3,-0.55
10338860.0,363766.7257393,74.0,1.0,-0.01,-0.05,-3.6,0.0,-0.3
10343440.0,363766.768472,75.0,1.0,-0.0,-0.05,-3.72,0.06,-0.49
10348032.0,363766.8130268,76.0,1.01,-0.01,-0.05,-3.66,0.12,-0.24
10352652.0,363766.856139,77.0,1.0,-0.01,-0.05,-3.6,-0.06,-0.49
10357256.0,363766.9010105,78.0,1.0,-0.01,-0.05,-3.48,0.18,-0.24
10361868.0,363766.9442262,79.0,1.0,-0.0,-0.05,-3.66,0.24,-0.43
10366472.0,363766.989348,80.0,1.0,-0.01,-0.05,-3.6,0.3,-0.37
10371092.0,363767.0338918,81.0,1.0,-0.0,-0.05,-3.41,0.43,-0.3
10375684.0,363767.0788772,82.0,1.0,-0.0,-0.05,-3.41,0.37,-0.3
10380292.0,363767.1256359,83.0,1.0,-0.01,-0.04,-3.66,0.37,-0.24
10384908.0,363767.1687407,84.0,1.0,-0.01,-0.05,-3.6,0.18,-0.55
10389516.0,363767.2575638,85.0,1.0,-0.01,-0.05,-3.48,0.3,-0.18
10394124.0,363767.2621724,86.0,1.0,-0.01,-0.05,-3.54,0.18,-0.12
10398744.0,363767.3099746,87.0,1.0,-0.0,-0.05,-3.6,0.12,-0.24
10403336.0,363767.355949,88.0,1.0,-0.01,-0.04,-3.66,0.12,-0.49
10407948.0,363767.4004652,89.0,1.0,-0.01,-0.05,-3.54,0.12,-0.43
10412560.0,363767.4469619,90.0,1.0,-0.0,-0.04,-3.66,0.49,-0.37
10417172.0,363767.4905785,91.0,1.0,-0.01,-0.05,-3.48,0.24,-0.12
10421784.0,363767.5382843,92.0,1.0,-0.01,-0.05,-3.78,0.43,-0.43
10426412.0,363767.5820204,93.0,1.0,-0.01,-0.04,-3.84,0.18,-0.37
10431016.0,363767.6278745,94.0,1.0,-0.0,-0.04,-3.41,0.43,-0.24
10435624.0,363767.6721891,95.0,1.0,-0.01,-0.05,-3.54,0.3,-0.3
10440228.0,363767.7189755,96.0,1.0,-0.01,-0.05,-3.54,0.3,-0.24
10444840.0,363767.8122115,97.0,1.0,-0.01,-0.04,-3.29,0.12,-0.24
10449440.0,363767.8279974,98.0,1.0,-0.01,-0.04,-3.35,0.0,-0.12
10454016.0,363767.9074716,99.0,1.0,-0.01,-0.05,-3.23,-0.06,-0.37
10458676.0,363767.9512918,100.0,1.0,-0.01,-0.04,-3.48,0.0,-0.18
10463308.0,363768.0016845,101.0,1.0,-0.01,-0.05,-3.6,0.18,-0.06
10467952.0,363768.0491443,102.0,1.0,-0.01,-0.05,-3.6,0.3,-0.12
10472624.0,363768.0992065,103.0,1.0,-0.01,-0.04,-3.54,0.06,-0.24
10477280.0,363768.1499378,104.0,1.0,-0.01,-0.05,-3.72,0.24,-0.37
10481952.0,363768.1966658,105.0,1.0,-0.01,-0.05,-3.48,0.24,-0.24
10486616.0,363768.2915144,106.0,1.0,-0.01,-0.05,-3.72,0.24,-0.37
10491276.0,363768.2933895,107.0,1.0,-0.0,-0.04,-3.66,0.24,-0.37
10495940.0,363768.3882026,108.0,1.0,-0.01,-0.04,-3.41,0.37,-0.49
10500600.0,363768.433628,109.0,1.0,-0.01,-0.04,-3.48,0.0,-0.18
10505232.0,363768.485105,110.0,1.0,-0.01,-0.04,-3.23,-0.12,-0.3
10509896.0,363768.5331233,111.0,1.0,-0.01,-0.04,-3.6,0.37,-0.49
10514576.0,363768.584252,112.0,1.0,-0.0,-0.04,-3.48,0.12,-0.43
10519232.0,363768.6329018,113.0,1.0,-0.0,-0.04,-3.66,0.24,-0.55
10523892.0,363768.6827574,114.0,1.0,-0.01,-0.05,-3.41,0.43,-0.12
10528548.0,363768.7312265,115.0,1.0,-0.01,-0.04,-3.54,0.0,-0.3
10533164.0,363768.7844186,116.0,1.0,-0.01,-0.05,-3.6,0.24,-0.18
10537820.0,363768.8354208,117.0,1.0,-0.0,-0.05,-3.29,0.37,-0.24
10542480.0,363768.8839761,118.0,1.0,-0.0,-0.05,-3.66,0.12,-0.06
10547144.0,363768.935651,119.0,1.0,-0.01,-0.04,-3.72,0.37,-0.24
10551804.0,363768.9843885,120.0,1.0,-0.0,-0.04,-3.48,0.0,-0.49
10556424.0,363769.036183,121.0,1.0,-0.01,-0.05,-3.48,0.24,-0.06
10561076.0,363769.0862722,122.0,1.0,-0.0,-0.04,-3.17,0.37,-0.18
10565748.0,363769.1372806,123.0,1.0,-0.01,-0.05,-3.48,0.3,-0.12
10570404.0,363769.2366977,124.0,1.0,-0.01,-0.05,-3.54,0.24,0.06
10575064.0,363769.2386336,125.0,1.0,-0.01,-0.05,-3.54,0.12,-0.18
10579720.0,363769.3399619,126.0,1.0,-0.01,-0.04,-3.48,0.49,-0.3
10584388.0,363769.3879537,127.0,1.0,-0.01,-0.05,-3.6,0.24,-0.43
10589068.0,363769.4427291,128.0,1.0,-0.01,-0.05,-3.54,0.24,-0.49
10593736.0,363769.4922877,129.0,1.0,-0.01,-0.05,-3.72,0.24,-0.12
10598412.0,363769.5454792,130.0,1.0,-0.01,-0.04,-3.72,0.37,-0.37
10603064.0,363769.5957006,131.0,1.0,-0.01,-0.05,-3.6,-0.06,-0.49
10607736.0,363769.649259,132.0,1.0,-0.01,-0.04,-3.72,0.37,-0.43
10612396.0,363769.7026404,133.0,1.0,-0.0,-0.05,-3.6,-0.06,-0.43
10617056.0,363769.7524042,134.0,0.99,-0.01,-0.05,-3.6,0.18,-0.24
10621708.0,363769.8058683,135.0,1.0,-0.01,-0.05,-3.41,0.0,-0.3
10626328.0,363769.8578971,136.0,1.0,-0.0,-0.05,-3.78,0.12,-0.06
10630972.0,363769.91097,137.0,1.0,-0.0,-0.05,-3.72,0.18,-0.43
10635636.0,363770.0135398,138.0,1.0,-0.01,-0.04,-3.54,0.18,-0.37
10640308.0,363770.0154744,139.0,1.0,-0.0,-0.04,-3.6,0.55,-0.49
10644960.0,363770.1189755,140.0,1.0,-0.01,-0.05,-3.6,0.43,-0.37
10649628.0,363770.1676623,141.0,1.0,-0.01,-0.05,-3.6,0.49,-0.43
10654284.0,363770.2236241,142.0,1.0,-0.01,-0.05,-3.29,0.3,-0.06
10658944.0,363770.2511845,143.0,1.0,-0.01,-0.05,-3.78,0.43,-0.37
10663608.0,363770.2818694,144.0,1.0,-0.01,-0.04,-3.35,0.43,-0.18
10668276.0,363770.3352321,145.0,1.0,-0.01,-0.05,-3.6,0.12,-0.49
10672932.0,363770.3883152,146.0,1.0,-0.01,-0.04,-3.48,0.24,-0.18
10677600.0,363770.4932629,147.0,1.0,-0.01,-0.04,-3.66,0.3,-0.37
10682256.0,363770.4952546,148.0,1.0,-0.01,-0.05,-3.66,0.18,-0.24
10686920.0,363770.6006441,149.0,1.0,-0.01,-0.05,-3.6,0.24,-0.49
10691576.0,363770.6516593,150.0,1.0,-0.0,-0.04,-3.66,0.49,-0.3
17351080.0,363770.7640536,1572.0,1.0,-0.01,-0.04,-3.54,0.18,-0.18
17355820.0,363770.820043,1573.0,1.0,-0.0,-0.04,-3.41,0.37,-0.06
17360532.0,363770.9267471,1574.0,1.0,-0.01,-0.05,-3.6,0.06,-0.43
17365248.0,363770.9287105,1575.0,1.0,-0.0,-0.05,-3.84,0.37,-0.3
17369960.0,363771.0355861,1576.0,1.0,-0.0,-0.05,-3.6,0.12,-0.3
17374668.0,363771.0873206,1577.0,1.0,-0.01,-0.06,-3.41,0.43,-0.37
17379420.0,363771.1455959,1578.0,1.0,-0.01,-0.05,-3.48,0.18,-0.3
17384132.0,363771.1980098,1579.0,1.0,-0.0,-0.05,-3.6,0.18,-0.24
17388844.0,363771.2560758,1580.0,1.0,-0.0,-0.05,-3.41,0.49,0.06
17393544.0,363771.3099831,1581.0,1.01,-0.0,-0.04,-3.35,0.06,-0.37
17398268.0,363771.3670778,1582.0,1.0,-0.01,-0.05,-3.29,0.06,-0.12
17403000.0,363771.4210603,1583.0,1.0,-0.01,-0.04,-3.48,-0.12,-0.43
17407736.0,363771.4769801,1584.0,1.0,-0.01,-0.05,-3.78,0.0,-0.37
17412416.0,363771.5326015,1585.0,1.0,-0.0,-0.04,-3.72,0.37,-0.43
17417144.0,363771.5900176,1586.0,1.0,-0.0,-0.04,-3.41,0.3,-0.24
17421852.0,363771.647295,1587.0,1.0,-0.01,-0.04,-3.48,-0.12,-0.24
17426596.0,363771.7035345,1588.0,1.0,-0.0,-0.03,-3.41,0.18,-0.24
17431304.0,363771.7603814,1589.0,1.0,-0.01,-0.03,-3.48,0.37,-0.18
17436040.0,363771.8188295,1590.0,1.0,-0.01,-0.03,-3.48,0.55,-0.24
17440780.0,363771.8728017,1591.0,1.0,-0.01,-0.04,-3.66,-0.06,-0.24
17445500.0,363771.9322762,1592.0,1.0,-0.01,-0.04,-3.41,0.79,-0.18
17450228.0,363771.9869213,1593.0,1.0,-0.01,-0.05,-3.78,0.37,-0.55
17454952.0,363772.0987856,1594.0,1.0,-0.01,-0.04,-3.6,0.37,0.12
17459664.0,363772.1243186,1595.0,1.0,-0.01,-0.04,-3.6,0.3,-0.06
17464384.0,363772.212351,1596.0,1.0,-0.0,-0.05,-3.84,0.18,-0.43
17469092.0,363772.2170566,1597.0,1.0,-0.0,-0.05,-3.35,0.3,-0.37
17473820.0,363772.2755264,1598.0,1.0,-0.01,-0.05,-3.29,0.49,-0.3
17478548.0,363772.3750058,1599.0,1.0,-0.01,-0.05,-3.54,0.18,-0.61
17483292.0,363772.3828716,1600.0,1.0,-0.0,-0.06,-3.72,0.06,-0.43
17488004.0,363772.425298,1601.0,1.01,-0.0,-0.05,-3.41,0.0,-0.43
17492684.0,363772.4736118,1602.0,1.0,-0.01,-0.05,-3.29,0.24,-0.24
17497408.0,363772.5247476,1603.0,1.0,-0.0,-0.05,-3.6,0.3,-0.18
17502120.0,363772.5286823,1604.0,1.0,-0.01,-0.05,-3.48,0.06,-0.67
17506844.0,363772.576196,1605.0,1.0,-0.01,-0.04,-3.66,0.18,-0.37
17511580.0,363772.6176165,1606.0,1.0,-0.0,-0.04,-3.41,0.37,-0.24
17516292.0,363772.665903,1607.0,1.01,-0.01,-0.04,-3.41,0.12,-0.24
17521036.0,363772.7146542,1608.0,1.0,-0.01,-0.04,-3.54,0.06,-0.3
17525744.0,363772.7187761,1609.0,1.0,-0.01,-0.05,-3.6,0.06,-0.12
17530468.0,363772.7671178,1610.0,1.0,-0.01,-0.04,-3.35,0.3,-0.3
17535200.0,363772.8117091,1611.0,1.01,-0.0,-0.04,-3.66,-0.12,-0.37
17539932.0,363772.858344,1612.0,1.0,-0.01,-0.04,-3.35,0.0,-0.24
17544612.0,363772.9082041,1613.0,1.0,-0.01,-0.04,-3.66,0.24,-0.37
17549348.0,363772.9217036,1614.0,1.0,-0.01,-0.04,-3.35,0.0,-0.3
17554012.0,363772.9981199,1615.0,1.0,-0.0,-0.04,-3.48,0.06,-0.49
17558728.0,363773.0395014,1616.0,1.0,-0.01,-0.04,-3.72,0.3,-0.12
17563452.0,363773.0889182,1617.0,1.0,-0.0,-0.04,-3.66,-0.12,-0.49
17568172.0,363773.131513,1618.0,1.0,-0.01,-0.05,-3.48,0.12,-0.3
17572904.0,363773.1822468,1619.0,1.0,-0.01,-0.05,-3.6,0.24,-0.18
17577628.0,363773.2269748,1620.0,1.0,-0.0,-0.04,-3.35,0.3,-0.06
17582332.0,363773.2742561,1621.0,1.0,-0.0,-0.05,-3.48,0.24,-0.3
17587040.0,363773.3230441,1622.0,1.0,-0.01,-0.04,-3.66,0.24,-0.49
17591760.0,363773.3658282,1623.0,1.0,-0.01,-0.05,-3.41,0.3,0.0
17596436.0,363773.4162367,1624.0,1.0,-0.0,-0.05,-3.54,0.12,-0.3
17601144.0,363773.4601064,1625.0,1.0,-0.0,-0.05,-3.66,0.06,-0.37
17605860.0,363773.5110773,1626.0,1.0,-0.01,-0.05,-3.41,0.18,-0.18
17610580.0,363773.5547679,1627.0,1.0,-0.01,-0.04,-3.54,0.12,-0.24
17615304.0,363773.6044459,1628.0,1.0,-0.01,-0.04,-3.6,0.18,-0.3
17620020.0,363773.6493365,1629.0,1.0,-0.01,-0.04,-3.72,0.49,-0.43
17624744.0,363773.6981979,1630.0,1.0,-0.01,-0.04,-3.54,0.06,-0.18
17629468.0,363773.7448587,1631.0,1.0,-0.0,-0.04,-3.48,0.0,-0.49
17634136.0,363773.7922212,1632.0,1.0,-0.01,-0.04,-3.41,0.43,-0.37
17638868.0,363773.8825621,1633.0,1.0,-0.0,-0.04,-3.41,0.3,-0.43
17643588.0,363773.8866309,1634.0,1.01,-0.0,-0.05,-3.6,-0.18,-0.06
17648312.0,363773.9356075,1635.0,1.0,-0.01,-0.04,-3.72,0.12,-0.18
17653036.0,363774.0263285,1636.0,1.01,-0.01,-0.05,-3.54,0.12,-0.24
17657788.0,363774.0311796,1637.0,1.0,-0.0,-0.04,-3.41,0.24,-0.3
17662496.0,363774.0785282,1638.0,1.0,-0.01,-0.05,-3.54,0.12,-0.49
17667228.0,363774.1418828,1639.0,1.0,-0.0,-0.05,-3.35,0.12,-0.12
17671936.0,363774.1740241,1640.0,1.0,-0.01,-0.05,-3.48,0.18,-0.24
17676672.0,363774.2214192,1641.0,1.0,-0.01,-0.04,-3.6,0.12,-0.12
17681396.0,363774.3124366,1642.0,1.0,-0.0,-0.05,-3.48,-0.12,-0.37
17686128.0,363774.3172186,1643.0,1.0,-0.01,-0.04,-3.41,0.12,-0.43
17690872.0,363774.3651241,1644.0,1.0,-0.01,-0.05,-3.48,-0.06,-0.12
17695592.0,363774.4140769,1645.0,1.0,-0.0,-0.05,-3.35,0.18,-0.61
17700316.0,363774.4579079,1646.0,1.0,-0.01,-0.05,-3.66,0.43,-0.18
17705052.0,363774.5066001,1647.0,1.0,-0.01,-0.04,-3.35,0.24,0.0
17709724.0,363774.5560587,1648.0,1.0,-0.01,-0.05,-3.6,0.3,-0.18
17714440.0,363774.6004969,1649.0,1.01,-0.0,-0.04,-3.29,0.18,-0.37
17719164.0,363774.6478879,1650.0,1.0,-0.01,-0.04,-3.35,0.24,-0.49
17723888.0,363774.6932308,1651.0,1.0,-0.01,-0.04,-3.72,0.37,-0.37
17728628.0,363774.7410831,1652.0,1.0,-0.01,-0.04,-3.54,0.12,-0.24
17733348.0,363774.7871017,1653.0,1.0,-0.01,-0.05,-3.54,0.24,-0.12
17738072.0,363774.8334161,1654.0,1.0,-0.01,-0.05,-3.48,0.24,-0.3
17742800.0,363774.8805231,1655.0,1.0,-0.01,-0.04,-3.48,-0.06,-0.24
17747532.0,363774.9266443,1656.0,1.0,-0.01,-0.04,-3.72,0.55,-0.3
17752260.0,363775.0146751,1657.0,1.0,-0.01,-0.04,-3.6,0.12,-0.49
17756972.0,363775.0195229,1658.0,1.0,-0.0,-0.04,-3.78,-0.06,-0.55
17761696.0,363775.1126507,1659.0,1.0,-0.0,-0.05,-3.35,0.06,-0.37
17766412.0,363775.1207863,1660.0,1.0,-0.01,-0.05,-3.54,0.18,-0.18
17771128.0,363775.2041019,1661.0,1.0,-0.01,-0.05,-3.54,0.0,-0.55
17775812.0,363775.2557747,1662.0,1.0,-0.01,-0.04,-3.96,0.06,-0.55
17780520.0,363775.3018401,1663.0,1.0,-0.0,-0.05,-3.54,0.24,-0.18
17785244.0,363775.3482729,1664.0,1.0,-0.01,-0.05,-3.6,0.24,-0.12
17789976.0,363775.4411431,1665.0,1.0,-0.01,-0.05,-3.9,-0.06,-0.49
17794692.0,363775.4433348,1666.0,1.0,-0.01,-0.04,-3.54,0.18,-0.49
17799424.0,363775.532909,1667.0,1.0,-0.0,-0.04,-3.66,0.37,-0.24
17804132.0,363775.5484622,1668.0,1.0,-0.01,-0.05,-3.54,0.37,-0.12
17808868.0,363775.6248672,1669.0,1.0,-0.01,-0.04,-3.48,0.43,-0.06
17813600.0,363775.6471384,1670.0,1.0,-0.01,-0.05,-3.6,0.18,-0.3
17818308.0,363775.6783834,1671.0,1.0,-0.0,-0.05,-3.6,0.43,-0.18
17823020.0,363775.7256008,1672.0,1.0,-0.01,-0.04,-3.54,0.43,-0.37
17827756.0,363775.7705866,1673.0,1.0,-0.0,-0.05,-3.48,0.37,-0.12
17832480.0,363775.8172909,1674.0,1.0,-0.01,-0.05,-3.41,0.18,-0.37
17837216.0,363775.8669537,1675.0,1.0,-0.0,-0.04,-3.35,0.0,-0.18
17841876.0,363775.9161302,1676.0,1.0,-0.01,-0.05,-3.48,0.06,-0.49
17846600.0,363775.9324327,1677.0,1.0,-0.0,-0.04,-3.35,0.37,-0.24
17851324.0,363776.0111994,1678.0,1.0,-0.01,-0.04,-3.6,0.18,-0.49
17856052.0,363776.0159829,1679.0,1.0,-0.01,-0.04,-3.66,-0.06,-0.3
17860780.0,363776.0639533,1680.0,1.0,-0.01,-0.05,-3.48,0.3,-0.18
17865504.0,363776.1563928,1681.0,1.0,-0.0,-0.05,-3.54,0.61,-0.37
17870228.0,363776.1998639,1682.0,1.0,-0.01,-0.05,-3.72,0.55,0.12
17874952.0,363776.2497593,1683.0,1.0,-0.01,-0.04,-3.66,0.18,-0.24
17879672.0,363776.299402,1684.0,1.0,-0.01,-0.05,-3.66,0.43,-0.06
17884404.0,363776.3433796,1685.0,1.0,-0.01,-0.05,-3.78,0.18,-0.37
17889128.0,363776.3940438,1686.0,1.0,-0.01,-0.04,-3.66,0.12,-0.18
17893852.0,363776.4460503,1687.0,1.0,-0.01,-0.04,-3.35,0.24,-0.3
17898580.0,363776.4899303,1688.0,1.0,-0.01,-0.04,-3.48,0.3,-0.3
17903292.0,363776.5429295,1689.0,1.0,-0.0,-0.04,-3.6,-0.06,-0.12
17908004.0,363776.5906158,1690.0,1.0,-0.01,-0.04,-3.54,0.0,-0.55
17912672.0,363776.6391126,1691.0,1.0,-0.01,-0.04,-3.54,0.06,-0.49
17917400.0,363776.6903545,1692.0,1.01,-0.0,-0.05,-3.41,0.06,-0.06
17922116.0,363776.7351407,1693.0,1.0,-0.01,-0.03,-3.41,0.06,-0.3
17926824.0,363776.7832999,1694.0,1.0,-0.0,-0.05,-3.72,0.06,-0.37
17931544.0,363776.8306681,1695.0,1.0,-0.01,-0.04,-3.48,0.06,-0.24
17936264.0,363776.9263373,1696.0,1.0,-0.01,-0.05,-3.6,0.24,-0.24
17940988.0,363776.9283659,1697.0,1.0,-0.01,-0.04,-3.48,0.18,-0.12
17945720.0,363777.048948,1698.0,1.0,-0.01,-0.04,-3.6,0.18,-0.43
17950428.0,363777.107022,1699.0,1.0,-0.0,-0.04,-3.41,0.0,-0.12
17955100.0,363777.1637918,1700.0,1.0,-0.0,-0.05,-3.66,0.3,-0.73
17959824.0,363777.2148366,1701.0,1.0,-0.01,-0.04,-3.6,0.12,-0.3
17964536.0,363777.3042628,1702.0,1.0,-0.01,-0.05,-3.41,0.67,-0.06
17969264.0,363777.3531487,1703.0,1.0,-0.01,-0.04,-3.23,0.49,-0.3
17973988.0,363777.4066789,1704.0,1.0,-0.01,-0.04,-3.29,0.3,-0.12
17978712.0,363777.431465,1705.0,1.0,-0.01,-0.04,-3.29,0.06,-0.3
17983424.0,363777.4797912,1706.0,1.0,-0.0,-0.04,-3.6,0.18,-0.18
17988132.0,363777.5633829,1707.0,1.0,-0.01,-0.05,-3.54,-0.06,-0.3
17992864.0,363777.6130077,1708.0,1.0,-0.01,-0.05,-3.41,0.3,-0.3
17997572.0,363777.6640462,1709.0,1.0,-0.0,-0.04,-3.54,0.37,-0.24
18002300.0,363777.7142637,1710.0,1.0,-0.01,-0.04,-3.54,0.3,-0.3
18007024.0,363777.7642943,1711.0,1.0,-0.01,-0.05,-3.48,0.3,-0.37
18011748.0,363777.8179607,1712.0,1.0,-0.01,-0.04,-3.66,0.24,-0.24
18016480.0,363777.8665903,1713.0,1.0,-0.01,-0.05,-3.66,0.37,-0.3
18021204.0,363777.9651045,1714.0,1.0,-0.01,-0.04,-3.6,0.06,-0.43
18025916.0,363777.9698614,1715.0,1.0,-0.01,-0.05,-3.48,0.37,-0.61
24660180.0,363778.1192197,3121.0,1.0,-0.0,-0.04,-3.35,0.73,-0.12
24664892.0,363778.16682,3122.0,1.0,-0.0,-0.05,-3.6,0.98,-0.3
24669604.0,363778.2202217,3123.0,1.0,-0.0,-0.05,-3.72,0.37,-0.18
24674340.0,363778.2736485,3124.0,1.0,-0.01,-0.05,-3.48,0.61,-0.3
24679060.0,363778.2920852,3125.0,1.0,-0.01,-0.04,-3.41,0.49,-0.18
24683788.0,363778.3750529,3126.0,1.0,-0.01,-0.05,-3.72,0.91,-0.24
24688516.0,363778.4239428,3127.0,1.0,-0.0,-0.05,-3.9,0.91,-0.3
24693224.0,363778.4775711,3128.0,1.0,-0.01,-0.04,-3.66,0.67,-0.3
24697956.0,363778.5285215,3129.0,1.0,-0.01,-0.04,-3.35,0.79,-0.24
24702680.0,363778.5800944,3130.0,1.0,-0.01,-0.05,-3.78,0.49,-0.37
24707412.0,363778.679618,3131.0,1.0,-0.01,-0.05,-3.6,0.55,-0.3
24712136.0,363778.6816148,3132.0,0.99,-0.01,-0.05,-3.66,0.73,-0.61
24716880.0,363778.7823156,3133.0,0.97,-0.01,-0.06,-3.78,1.34,-0.61
