tempo_arduino_us,tempo_relogio_pc,contador,ax,ay,az,gx,gy,gz
61265828.0,366193.6198607,10868.0,1.0,-0.0,-0.03,-3.66,-0.06,-0.43
61270612.0,366193.6670354,10869.0,1.0,-0.0,-0.04,-3.66,0.24,-0.3
61275392.0,366193.7171983,10870.0,1.0,-0.01,-0.05,-3.6,0.18,-0.37
61280172.0,366193.7671303,10871.0,1.0,-0.0,-0.04,-3.48,0.12,-0.3
61284936.0,366193.8139841,10872.0,1.0,-0.0,-0.04,-3.66,0.24,-0.37
61289724.0,366193.9101963,10873.0,1.0,-0.01,-0.04,-3.78,0.06,-0.37
61294492.0,366193.9123059,10874.0,1.0,-0.01,-0.04,-3.41,0.37,0.0
61299220.0,366194.0083708,10875.0,1.01,-0.01,-0.04,-3.6,0.24,-0.43
61304020.0,366194.0524118,10876.0,1.0,-0.01,-0.04,-3.35,0.24,-0.43
61308804.0,366194.1048872,10877.0,1.0,-0.01,-0.04,-3.66,0.0,-0.24
61313532.0,366194.1584232,10878.0,1.0,-0.01,-0.04,-3.48,0.18,-0.43
61318332.0,366194.2022426,10879.0,1.0,-0.01,-0.05,-3.84,0.06,-0.37
61323100.0,366194.2550034,10880.0,1.0,0.0,-0.04,-3.6,0.24,-0.43
61327860.0,366194.2994345,10881.0,1.0,-0.0,-0.04,-3.48,0.3,-0.24
61332640.0,366194.3525919,10882.0,1.0,-0.01,-0.05,-3.54,-0.06,-0.24
61337424.0,366194.4004324,10883.0,1.0,-0.0,-0.04,-3.6,0.06,-0.24
61342184.0,366194.4686103,10884.0,1.0,-0.0,-0.04,-3.35,0.37,-0.43
61346972.0,366194.5492467,10885.0,1.0,-0.0,-0.04,-3.54,0.12,-0.37
61351744.0,366194.5965068,10886.0,1.0,-0.0,-0.04,-3.41,0.3,-0.37
61356512.0,366194.6466072,10887.0,1.0,-0.01,-0.04,-3.6,0.3,-0.55
61361300.0,366194.6937794,10888.0,1.01,-0.0,-0.04,-3.35,0.18,-0.24
61366084.0,366194.744637,10889.0,1.0,-0.01,-0.04,-3.35,0.3,-0.24
61370864.0,366194.792504,10890.0,1.0,-0.0,-0.04,-3.66,0.3,-0.49
61375644.0,366194.843274,10891.0,1.0,-0.01,-0.04,-3.41,0.3,-0.49
61380416.0,366194.8969307,10892.0,1.0,-0.01,-0.05,-3.41,0.3,-0.18
61385196.0,366194.8989137,10893.0,1.0,-0.0,-0.04,-3.48,0.24,-0.43
61389984.0,366194.9936712,10894.0,1.0,-0.01,-0.04,-3.48,0.24,-0.18
61394768.0,366195.0378754,10895.0,1.0,-0.01,-0.04,-3.29,0.06,-0.37
61399548.0,366195.0915599,10896.0,1.0,-0.0,-0.04,-3.6,0.06,-0.49
61404324.0,366195.1384379,10897.0,1.0,-0.01,-0.05,-3.72,0.37,-0.3
61409104.0,366195.1890893,10898.0,1.0,0.0,-0.04,-3.6,0.06,-0.3
61413852.0,366195.2352799,10899.0,1.0,-0.01,-0.03,-3.66,-0.12,-0.3
61418652.0,366195.2848778,10900.0,1.0,-0.01,-0.04,-3.23,0.43,-0.37
61423432.0,366195.3336701,10901.0,1.0,-0.01,-0.04,-3.6,0.18,-0.37
61428216.0,366195.381946,10902.0,1.0,-0.0,-0.05,-3.54,0.49,-0.18
61433004.0,366195.4331127,10903.0,1.0,-0.01,-0.05,-3.54,0.06,-0.37
61437784.0,366195.480505,10904.0,1.0,-0.01,-0.04,-3.41,0.18,-0.24
61442580.0,366195.5313664,10905.0,1.01,-0.0,-0.05,-3.35,0.24,-0.37
61447364.0,366195.5930267,10906.0,1.0,-0.01,-0.04,-3.66,0.06,-0.3
61452124.0,366195.6734241,10907.0,1.0,-0.01,-0.04,-3.41,0.0,-0.24
61456852.0,366195.7258705,10908.0,1.01,-0.01,-0.04,-3.29,0.12,-0.55
61461652.0,366195.7281058,10909.0,1.0,-0.0,-0.04,-3.6,0.06,-0.43
61466408.0,366195.8236038,10910.0,1.0,-0.01,-0.04,-3.6,0.06,-0.43
61471180.0,366195.8680125,10911.0,1.0,-0.01,-0.04,-3.54,0.24,-0.49
61475968.0,366195.9213073,10912.0,1.0,-0.0,-0.04,-3.6,0.55,-0.06
61480716.0,366195.9673659,10913.0,1.0,-0.0,-0.05,-3.48,0.3,-0.49
61485492.0,366196.0173506,10914.0,1.0,-0.0,-0.05,-3.41,0.18,-0.43
61490268.0,366196.0649807,10915.0,1.0,-0.0,-0.04,-3.6,-0.18,-0.43
61495032.0,366196.1153245,10916.0,1.0,-0.01,-0.04,-3.6,0.18,-0.37
61499820.0,366196.1664805,10917.0,1.0,-0.0,-0.04,-3.6,0.18,-0.37
61504596.0,366196.2127003,10918.0,1.0,-0.01,-0.04,-3.66,0.12,-0.12
61509380.0,366196.3089692,10919.0,1.0,-0.0,-0.04,-3.54,0.3,-0.24
61514140.0,366196.3265266,10920.0,1.0,-0.01,-0.04,-3.6,0.24,-0.37
61518928.0,366196.4067112,10921.0,1.01,-0.0,-0.05,-3.54,0.3,-0.3
61523700.0,366196.4506521,10922.0,1.0,-0.01,-0.05,-3.78,0.24,-0.43
61528480.0,366196.5032159,10923.0,1.0,0.0,-0.05,-3.48,0.49,-0.18
61533244.0,366196.5511393,10924.0,1.0,-0.01,-0.05,-3.9,0.0,-0.3
61537952.0,366196.6013531,10925.0,1.0,-0.0,-0.04,-3.54,0.18,-0.24
61542732.0,366196.6492682,10926.0,1.0,-0.01,-0.04,-3.72,0.37,-0.43
61547516.0,366196.6981466,10927.0,1.0,-0.0,-0.04,-3.48,0.43,-0.24
61552288.0,366196.7514708,10928.0,1.0,-0.0,-0.04,-3.29,0.18,-0.24
61557068.0,366196.7984392,10929.0,1.0,-0.01,-0.04,-3.6,0.06,-0.37
61561848.0,366196.8478897,10930.0,1.0,-0.01,-0.04,-3.54,-0.06,-0.24
61566632.0,366196.8957213,10931.0,1.0,-0.0,-0.04,-3.54,0.06,-0.18
61571400.0,366196.9461763,10932.0,1.0,-0.0,-0.05,-3.48,0.43,-0.18
61576184.0,366196.9949747,10933.0,1.0,-0.01,-0.04,-3.48,0.12,-0.43
61580964.0,366197.0437071,10934.0,1.01,-0.01,-0.04,-3.48,0.18,-0.43
61585756.0,366197.1386135,10935.0,1.0,-0.01,-0.04,-3.66,0.37,-0.3
61590544.0,366197.1831284,10936.0,1.0,-0.0,-0.04,-3.54,0.06,-0.37
61595300.0,366197.2359637,10937.0,1.0,-0.0,-0.04,-3.41,0.12,-0.37
61600084.0,366197.2826712,10938.0,1.0,-0.01,-0.04,-3.41,0.49,-0.12
61604860.0,366197.3326568,10939.0,1.0,0.0,-0.04,-3.48,-0.06,0.0
61609568.0,366197.3805438,10940.0,1.0,-0.01,-0.04,-3.6,0.24,-0.24
61614356.0,366197.4301931,10941.0,1.0,-0.01,-0.04,-3.6,0.37,-0.18
61619136.0,366197.4787282,10942.0,1.0,-0.0,-0.04,-3.48,0.24,-0.43
61623912.0,366197.5434708,10943.0,1.0,-0.0,-0.04,-3.66,0.55,-0.37
61628700.0,366197.6239123,10944.0,1.0,-0.0,-0.04,-3.41,0.24,-0.43
61633480.0,366197.6685295,10945.0,1.0,-0.0,-0.04,-3.66,0.3,-0.61
61638252.0,366197.7218917,10946.0,1.0,-0.0,-0.04,-3.54,0.3,-0.37
61643032.0,366197.7748014,10947.0,1.0,-0.01,-0.04,-3.78,0.24,-0.18
61647812.0,366197.7769921,10948.0,1.0,-0.0,-0.04,-3.48,0.37,-0.24
61652584.0,366197.8727823,10949.0,1.0,-0.0,-0.04,-3.35,0.24,-0.24
61657364.0,366197.9195495,10950.0,1.0,-0.0,-0.04,-3.48,0.06,-0.37
61662128.0,366197.9699427,10951.0,1.0,-0.01,-0.04,-3.23,0.06,-0.43
61666908.0,366198.0164525,10952.0,1.0,-0.0,-0.05,-3.6,0.37,-0.49
61671696.0,366198.0664408,10953.0,1.0,-0.0,-0.04,-3.54,-0.06,-0.24
61676472.0,366198.1159424,10954.0,1.0,-0.0,-0.04,-3.66,0.3,-0.18
61681244.0,366198.1647279,10955.0,1.0,-0.01,-0.04,-3.48,0.24,-0.49
61686032.0,366198.2604378,10956.0,1.0,-0.01,-0.04,-3.54,0.12,-0.18
61690816.0,366198.2771949,10957.0,1.0,-0.01,-0.04,-3.54,0.37,-0.43
61695608.0,366198.3578977,10958.0,1.0,-0.0,-0.04,-3.66,0.49,-0.18
61700384.0,366198.4018059,10959.0,1.01,-0.01,-0.04,-3.54,0.18,-0.37
61705180.0,366198.4544025,10960.0,1.0,-0.01,-0.04,-3.6,-0.06,-0.24
61709964.0,366198.5010211,10961.0,1.0,-0.0,-0.04,-3.41,0.18,-0.37
61714752.0,366198.5508385,10962.0,1.0,-0.01,-0.05,-3.54,-0.06,-0.12
61719544.0,366198.6467324,10963.0,1.0,-0.01,-0.04,-3.41,0.12,-0.61
61724324.0,366198.6631248,10964.0,1.0,-0.01,-0.04,-3.35,0.3,-0.3
61729100.0,366198.7438594,10965.0,1.0,-0.01,-0.04,-3.54,0.12,-0.3
61733880.0,366198.7882995,10966.0,1.0,-0.0,-0.04,-3.66,0.24,-0.06
61738644.0,366198.8415452,10967.0,1.0,-0.01,-0.03,-3.54,0.12,-0.37
61743432.0,366198.8949765,10968.0,1.0,-0.01,-0.05,-3.72,0.49,-0.24
61748228.0,366198.9114183,10969.0,1.0,-0.01,-0.04,-3.6,-0.12,-0.18
61753004.0,366198.9919403,10970.0,1.0,-0.01,-0.04,-3.35,0.06,-0.49
61757776.0,366199.0360678,10971.0,1.0,-0.01,-0.04,-3.66,0.0,-0.18
61762504.0,366199.0902589,10972.0,1.0,-0.01,-0.04,-3.6,0.18,-0.37
61767284.0,366199.1371448,10973.0,1.01,-0.01,-0.04,-3.66,0.49,-0.43
61772084.0,366199.1870884,10974.0,1.0,-0.0,-0.04,-3.66,0.3,-0.37
61776872.0,366199.2821495,10975.0,1.0,-0.01,-0.04,-3.48,0.18,-0.37
61781652.0,366199.2991279,10976.0,1.01,-0.01,-0.04,-3.54,0.18,-0.37
61786444.0,366199.379731,10977.0,1.0,-0.0,-0.04,-3.6,0.18,-0.24
61791208.0,366199.4245311,10978.0,1.0,-0.0,-0.04,-3.54,0.37,-0.37
61795988.0,366199.4769586,10979.0,1.0,-0.01,-0.04,-3.6,0.37,-0.55
61800776.0,366199.5246677,10980.0,1.0,-0.0,-0.04,-3.41,0.43,-0.24
61805560.0,366199.5763646,10981.0,1.0,-0.0,-0.04,-3.48,0.18,-0.43
61810340.0,366199.6249992,10982.0,1.0,-0.01,-0.04,-3.6,0.3,-0.37
61815116.0,366199.6745849,10983.0,1.0,-0.01,-0.04,-3.66,0.24,-0.24
61819896.0,366199.7692911,10984.0,1.0,-0.0,-0.04,-3.66,0.18,-0.24
61824680.0,366199.822362,10985.0,1.0,-0.01,-0.04,-3.35,0.06,-0.18
61829452.0,366199.8663533,10986.0,1.01,-0.01,-0.04,-3.66,0.3,-0.3
61834232.0,366199.9193588,10987.0,1.0,-0.01,-0.04,-3.6,0.24,-0.49
61839016.0,366199.96592,10988.0,1.0,-0.01,-0.05,-3.6,0.37,-0.37
61843800.0,366200.0154857,10989.0,1.0,-0.0,-0.04,-3.66,0.06,-0.3
61848560.0,366200.0646987,10990.0,1.0,-0.01,-0.04,-3.78,0.12,-0.24
61853344.0,366200.1127053,10991.0,1.0,-0.0,-0.05,-3.6,0.24,-0.3
61858112.0,366200.1612858,10992.0,1.0,-0.0,-0.04,-3.72,0.3,-0.18
61862884.0,366200.2086108,10993.0,1.0,-0.01,-0.04,-3.72,0.12,-0.49
61867668.0,366200.3040655,10994.0,1.0,-0.0,-0.04,-3.48,0.37,-0.3
61872444.0,366200.3061904,10995.0,1.0,-0.01,-0.04,-3.54,0.61,-0.24
68452496.0,366200.4479261,12373.0,1.0,-0.01,-0.04,-3.84,0.06,-0.3
68457260.0,366200.4960916,12374.0,1.0,-0.0,-0.04,-3.48,0.0,-0.43
68461992.0,366200.5474114,12375.0,1.0,-0.0,-0.04,-3.41,0.3,-0.37
68466772.0,366200.5917727,12376.0,1.0,-0.0,-0.04,-3.54,0.06,-0.43
68471548.0,366200.6857351,12377.0,1.0,-0.01,-0.04,-3.72,0.37,-0.43
68476340.0,366200.7018856,12378.0,1.0,-0.0,-0.05,-3.35,0.18,-0.43
68481128.0,366200.7810582,12379.0,1.0,-0.01,-0.04,-3.54,0.12,-0.55
68485912.0,366200.8281591,12380.0,1.0,-0.0,-0.04,-3.66,0.43,-0.43
68490692.0,366200.8796535,12381.0,1.0,-0.0,-0.04,-3.35,0.37,-0.24
68495472.0,366200.9268356,12382.0,1.0,-0.01,-0.05,-3.78,0.06,-0.43
68500236.0,366200.9767326,12383.0,1.0,-0.0,-0.04,-3.54,0.24,-0.06
68505004.0,366201.0249557,12384.0,1.01,-0.01,-0.04,-3.66,0.24,-0.43
68509800.0,366201.0734067,12385.0,1.0,-0.0,-0.04,-3.41,0.12,-0.3
68514564.0,366201.1681007,12386.0,1.0,-0.01,-0.04,-3.29,0.18,-0.49
68519344.0,366201.1701441,12387.0,1.0,-0.01,-0.04,-3.54,0.3,0.0
68524076.0,366201.2648453,12388.0,1.0,-0.0,-0.04,-3.6,0.12,-0.49
68528844.0,366201.3097847,12389.0,1.0,-0.01,-0.05,-3.54,0.43,-0.18
68533624.0,366201.3625727,12390.0,1.0,-0.0,-0.04,-3.66,0.0,-0.3
68538340.0,366201.4099072,12391.0,1.0,-0.01,-0.04,-3.41,0.12,-0.3
68543124.0,366201.4599075,12392.0,0.99,-0.01,-0.04,-3.84,0.37,-0.55
68547916.0,366201.5082441,12393.0,1.0,-0.0,-0.04,-3.29,-0.12,-0.3
68552700.0,366201.5558839,12394.0,1.0,-0.01,-0.04,-3.54,0.12,-0.49
68557484.0,366201.6038909,12395.0,1.0,-0.01,-0.04,-3.41,0.18,-0.24
68562264.0,366201.6518542,12396.0,1.0,-0.0,-0.04,-3.48,0.0,-0.37
68566992.0,366201.7453905,12397.0,1.0,-0.0,-0.04,-3.41,0.43,-0.37
68571776.0,366201.7889502,12398.0,1.0,-0.01,-0.04,-3.78,0.06,-0.49
68576560.0,366201.8411848,12399.0,1.0,-0.0,-0.04,-3.48,0.0,-0.3
68581272.0,366201.8864684,12400.0,1.0,-0.0,-0.03,-3.54,0.18,-0.49
68586044.0,366201.9395051,12401.0,1.0,-0.01,-0.04,-3.78,0.18,-0.06
68590832.0,366201.986124,12402.0,1.0,-0.01,-0.04,-3.6,0.18,-0.61
68595604.0,366202.0364797,12403.0,1.0,-0.01,-0.04,-3.54,0.0,-0.12
68600332.0,366202.0837728,12404.0,1.0,-0.0,-0.04,-3.41,0.37,-0.37
68605120.0,366202.132784,12405.0,1.0,-0.01,-0.04,-3.54,0.37,-0.3
68609892.0,366202.1814482,12406.0,1.0,-0.0,-0.05,-3.54,0.37,-0.3
68614676.0,366202.228867,12407.0,1.0,-0.01,-0.03,-3.48,0.12,-0.3
68619460.0,366202.2962936,12408.0,1.0,-0.0,-0.04,-3.66,0.0,-0.3
68624176.0,366202.3412546,12409.0,1.0,-0.0,-0.04,-3.41,0.0,-0.43
68628908.0,366202.4216106,12410.0,1.0,-0.0,-0.04,-3.35,0.06,-0.18
68633676.0,366202.4684288,12411.0,1.0,-0.0,-0.05,-3.48,0.24,-0.24
68638460.0,366202.5169992,12412.0,1.0,-0.01,-0.04,-3.6,0.12,-0.43
68643240.0,366202.5636822,12413.0,1.0,-0.0,-0.04,-3.54,0.3,0.0
68647956.0,366202.6131123,12414.0,1.0,-0.01,-0.04,-3.54,0.24,-0.43
68652732.0,366202.662063,12415.0,1.0,-0.0,-0.04,-3.6,0.18,-0.3
68657492.0,366202.7099855,12416.0,1.0,-0.01,-0.04,-3.54,0.12,-0.3
68662284.0,366202.8041246,12417.0,1.0,-0.01,-0.05,-3.66,0.55,-0.3
68667060.0,366202.8062002,12418.0,1.0,-0.01,-0.05,-3.29,0.18,-0.37
68671844.0,366202.8993485,12419.0,1.01,-0.01,-0.04,-3.54,-0.06,-0.49
68676632.0,366202.9441747,12420.0,1.0,-0.0,-0.04,-3.72,0.43,-0.43
68681416.0,366202.9959308,12421.0,1.0,-0.01,-0.04,-3.48,0.12,0.06
68686180.0,366203.0438516,12422.0,1.0,-0.01,-0.04,-3.54,0.67,-0.3
68690968.0,366203.0924191,12423.0,1.0,-0.0,-0.05,-3.54,0.18,-0.24
68695736.0,366203.1863001,12424.0,1.0,-0.0,-0.04,-3.29,0.18,-0.37
68700508.0,366203.1883406,12425.0,1.0,-0.0,-0.04,-3.41,0.24,-0.18
68705288.0,366203.2829574,12426.0,1.0,-0.01,-0.05,-3.29,0.06,-0.43
68710064.0,366203.3296594,12427.0,1.0,-0.01,-0.05,-3.66,0.61,-0.06
68714844.0,366203.3783091,12428.0,1.01,-0.0,-0.04,-3.48,0.12,-0.43
68719636.0,366203.4268371,12429.0,1.0,-0.0,-0.05,-3.41,0.24,-0.49
68724412.0,366203.4742187,12430.0,1.0,-0.0,-0.04,-3.54,0.18,-0.3
68729188.0,366203.5680408,12431.0,1.0,-0.0,-0.04,-3.48,0.12,-0.24
68733976.0,366203.6124611,12432.0,1.0,-0.01,-0.04,-3.6,0.18,-0.3
68738752.0,366203.6642017,12433.0,1.0,-0.0,-0.04,-3.6,0.12,-0.3
68743516.0,366203.7109274,12434.0,1.01,-0.01,-0.04,-3.6,0.43,-0.3
68748304.0,366203.7600377,12435.0,1.0,-0.01,-0.04,-3.54,0.12,-0.37
68753088.0,366203.8072447,12436.0,1.01,-0.01,-0.04,-3.54,0.3,-0.24
68757876.0,366203.8567175,12437.0,1.0,-0.01,-0.04,-3.78,0.18,-0.18
68762664.0,366203.905754,12438.0,1.0,-0.0,-0.04,-3.17,0.37,-0.06
68767432.0,366203.9535042,12439.0,1.0,-0.0,-0.04,-3.17,0.18,-0.24
68772204.0,366204.0467381,12440.0,1.0,-0.01,-0.04,-3.41,0.18,-0.43
68776996.0,366204.0938901,12441.0,1.0,-0.0,-0.04,-3.6,0.18,-0.12
68781748.0,366204.1434463,12442.0,1.0,-0.0,-0.04,-3.48,0.37,-0.37
68786532.0,366204.1904067,12443.0,1.0,-0.0,-0.04,-3.6,0.43,-0.12
68791312.0,366204.2398703,12444.0,1.0,-0.0,-0.04,-3.35,0.43,-0.24
68796084.0,366204.2869667,12445.0,1.0,-0.01,-0.04,-3.48,0.37,-0.61
68800880.0,366204.336546,12446.0,1.01,-0.01,-0.04,-3.6,0.18,-0.3
68805668.0,366204.3848268,12447.0,1.0,-0.0,-0.04,-3.66,0.18,-0.3
68810424.0,366204.4325306,12448.0,1.0,-0.0,-0.05,-3.23,0.12,-0.43
68815208.0,366204.5267197,12449.0,1.0,-0.01,-0.05,-3.54,0.06,-0.43
68819996.0,366204.5434977,12450.0,1.0,-0.01,-0.04,-3.78,0.24,-0.37
68824776.0,366204.6230767,12451.0,1.0,-0.01,-0.04,-3.35,0.37,-0.12
68829560.0,366204.6671968,12452.0,1.0,-0.01,-0.04,-3.66,0.24,-0.43
68834348.0,366204.7197268,12453.0,1.0,-0.01,-0.04,-3.35,0.3,0.12
68839112.0,366204.7668071,12454.0,1.0,-0.01,-0.05,-3.54,0.24,-0.18
68843896.0,366204.8159954,12455.0,1.0,-0.01,-0.04,-3.29,0.24,-0.12
68848684.0,366204.8649804,12456.0,1.0,-0.0,-0.03,-3.54,0.49,-0.73
68853452.0,366204.9131454,12457.0,1.0,-0.0,-0.04,-3.72,0.3,-0.3
68858216.0,366205.0072408,12458.0,1.0,-0.0,-0.04,-3.66,0.24,-0.18
68862992.0,366205.0241891,12459.0,1.0,-0.01,-0.04,-3.78,0.24,-0.3
68867772.0,366205.1037934,12460.0,1.0,-0.0,-0.04,-3.72,0.06,-0.43
68872544.0,366205.1482819,12461.0,1.0,-0.0,-0.04,-3.66,0.18,-0.18
68877324.0,366205.2008705,12462.0,1.0,-0.0,-0.04,-3.78,0.18,-0.12
68882100.0,366205.247776,12463.0,1.0,-0.01,-0.04,-3.41,0.24,-0.24
68886880.0,366205.2977717,12464.0,1.0,-0.01,-0.05,-3.72,0.37,-0.37
68891676.0,366205.3457012,12465.0,1.0,-0.0,-0.04,-3.6,0.0,-0.37
68896400.0,366205.3951189,12466.0,1.0,-0.0,-0.03,-3.41,0.06,-0.43
68901168.0,366205.4904503,12467.0,1.0,-0.01,-0.04,-3.54,0.49,-0.37
68905960.0,366205.5959214,12468.0,1.0,-0.01,-0.04,-3.54,0.24,-0.3
68910740.0,366205.6662182,12469.0,1.0,-0.01,-0.04,-3.48,0.37,-0.18
68915532.0,366205.7126682,12470.0,1.0,-0.01,-0.05,-3.66,0.18,-0.06
68920312.0,366205.7923023,12471.0,1.0,-0.0,-0.05,-3.35,0.0,-0.3
68925032.0,366205.8363147,12472.0,1.0,-0.01,-0.04,-3.35,0.3,-0.3
68929820.0,366205.8897365,12473.0,1.0,-0.0,-0.04,-3.6,0.24,-0.18
68934596.0,366205.9385562,12474.0,1.0,-0.01,-0.04,-3.66,0.06,-0.37
68939376.0,366205.9878496,12475.0,1.0,-0.01,-0.04,-3.6,0.18,-0.43
68944164.0,366206.0347977,12476.0,1.0,-0.01,-0.04,-3.41,-0.06,0.0
68948884.0,366206.0843308,12477.0,1.0,-0.01,-0.04,-3.17,0.18,-0.12
68953668.0,366206.1331139,12478.0,1.0,-0.01,-0.04,-3.35,-0.3,-0.24
68958468.0,366206.181124,12479.0,1.0,-0.0,-0.05,-3.35,0.18,-0.18
68963240.0,366206.2766699,12480.0,1.01,-0.01,-0.05,-3.41,-0.06,-0.18
68968028.0,366206.3209976,12481.0,1.0,-0.01,-0.04,-3.48,0.18,0.0
68972764.0,366206.3741772,12482.0,1.0,-0.01,-0.04,-3.48,-0.06,-0.55
68977544.0,366206.4210514,12483.0,1.0,-0.01,-0.05,-3.6,0.3,-0.67
68982328.0,366206.4703077,12484.0,1.0,-0.01,-0.04,-3.66,0.24,-0.37
68987116.0,366206.5205014,12485.0,1.0,-0.0,-0.04,-3.66,0.12,-0.3
68991888.0,366206.5660975,12486.0,1.0,-0.0,-0.04,-3.66,0.24,-0.49
68996660.0,366206.6604531,12487.0,1.0,-0.01,-0.04,-3.48,0.3,-0.12
69001448.0,366206.7046951,12488.0,1.0,-0.01,-0.04,-3.54,0.37,-0.55
69006232.0,366206.7571695,12489.0,1.0,-0.01,-0.04,-3.72,0.43,-0.12
69011012.0,366206.8046214,12490.0,1.0,-0.0,-0.05,-3.54,0.12,-0.49
69015800.0,366206.8545744,12491.0,1.0,-0.01,-0.04,-3.6,0.24,-0.43
69020572.0,366206.9027581,12492.0,1.0,-0.01,-0.04,-3.48,0.12,-0.18
69025356.0,366206.9509563,12493.0,1.0,-0.01,-0.04,-3.6,0.12,-0.24
69030144.0,366207.0450508,12494.0,1.0,-0.01,-0.04,-3.6,0.37,-0.37
69034924.0,366207.0470437,12495.0,1.0,-0.01,-0.04,-3.48,0.24,-0.55
69039708.0,366207.1404289,12496.0,1.0,-0.01,-0.04,-3.48,0.18,-0.12
69044496.0,366207.1845718,12497.0,1.0,-0.01,-0.04,-3.66,0.24,-0.37
69049276.0,366207.2378199,12498.0,1.01,-0.01,-0.04,-3.54,0.24,-0.24
69054068.0,366207.2867581,12499.0,1.0,-0.0,-0.04,-3.23,0.24,-0.37
69058852.0,366207.3359465,12500.0,1.0,-0.0,-0.04,-3.54,0.37,-0.24
69063632.0,366207.4304878,12501.0,1.0,-0.0,-0.05,-3.41,0.06,-0.24
69068404.0,366207.4469453,12502.0,1.0,-0.0,-0.04,-3.54,0.0,-0.37
69073132.0,366207.5264967,12503.0,1.0,-0.0,-0.04,-3.41,-0.06,-0.18
69077900.0,366207.5707067,12504.0,1.0,-0.01,-0.04,-3.6,0.37,-0.24
69082684.0,366207.6241364,12505.0,1.0,-0.0,-0.04,-3.41,0.12,-0.24
75663852.0,366207.7250659,13883.0,1.0,-0.01,-0.04,-3.66,0.24,-0.3
75668640.0,366207.7742184,13884.0,1.0,-0.01,-0.04,-3.66,0.3,-0.37
75673412.0,366207.8221772,13885.0,1.0,-0.0,-0.04,-3.78,0.12,-0.3
75678184.0,366207.8706173,13886.0,1.0,-0.01,-0.04,-3.29,0.24,-0.06
75682960.0,366207.9645382,13887.0,1.0,-0.01,-0.04,-3.54,0.24,0.0
75687688.0,366207.981312,13888.0,1.0,-0.01,-0.04,-3.54,-0.18,-0.24
75692480.0,366208.0606763,13889.0,1.0,-0.01,-0.04,-3.72,0.24,-0.3
75697268.0,366208.1045838,13890.0,1.0,-0.01,-0.04,-3.48,0.24,-0.24
75702048.0,366208.1586099,13891.0,1.0,-0.01,-0.04,-3.41,0.18,-0.3
75706832.0,366208.2066617,13892.0,1.0,-0.0,-0.05,-3.6,0.37,-0.37
75711616.0,366208.255093,13893.0,1.0,-0.01,-0.05,-3.41,0.0,-0.43
75716344.0,366208.3054401,13894.0,1.0,-0.01,-0.04,-3.41,0.24,-0.49
75721128.0,366208.3520655,13895.0,1.0,-0.01,-0.04,-3.66,0.12,-0.49
75725920.0,366208.4463744,13896.0,1.0,-0.01,-0.04,-3.6,0.06,-0.3
75730680.0,366208.4900367,13897.0,1.0,-0.01,-0.04,-3.72,0.12,-0.43
75735476.0,366208.5419884,13898.0,1.0,-0.0,-0.04,-3.6,0.06,-0.24
75740244.0,366208.5866038,13899.0,1.0,-0.01,-0.04,-3.54,0.12,-0.3
75745024.0,366208.6389831,13900.0,1.0,-0.01,-0.04,-3.6,0.24,-0.37
75749804.0,366208.6572052,13901.0,1.0,-0.01,-0.04,-3.6,0.0,-0.55
75754544.0,366208.7388977,13902.0,1.0,-0.01,-0.04,-3.6,0.3,-0.49
75759328.0,366208.7839917,13903.0,1.0,-0.0,-0.05,-3.72,0.06,-0.43
75764104.0,366208.8367777,13904.0,1.0,-0.0,-0.05,-3.54,-0.06,-0.18
75768884.0,366208.8827538,13905.0,1.0,-0.0,-0.04,-3.41,0.3,-0.37
75773656.0,366208.9371548,13906.0,1.0,-0.0,-0.04,-3.72,0.3,-0.18
75778428.0,366208.9855183,13907.0,1.0,-0.0,-0.04,-3.48,0.3,-0.24
75783196.0,366209.0354854,13908.0,1.0,-0.0,-0.05,-3.72,0.12,-0.37
75787976.0,366209.087763,13909.0,1.01,-0.01,-0.05,-3.41,0.3,-0.43
75792768.0,366209.1350729,13910.0,1.01,-0.01,-0.04,-3.35,0.12,-0.24
75797568.0,366209.184424,13911.0,1.0,-0.01,-0.04,-3.72,0.43,-0.3
75802352.0,366209.2326647,13912.0,1.0,-0.0,-0.04,-3.66,0.37,-0.24
75807132.0,366209.2805061,13913.0,1.01,-0.0,-0.04,-3.66,0.18,-0.37
75811924.0,366209.3747406,13914.0,1.0,-0.01,-0.04,-3.6,0.12,-0.37
75816704.0,366209.4190447,13915.0,1.0,-0.0,-0.04,-3.54,0.24,-0.3
75821488.0,366209.4716121,13916.0,1.0,-0.0,-0.04,-3.66,0.49,-0.55
75826272.0,366209.518237,13917.0,1.0,-0.01,-0.04,-3.54,0.0,-0.55
75831012.0,366209.5675281,13918.0,1.0,-0.01,-0.04,-3.78,0.12,-0.3
75835796.0,366209.6160659,13919.0,1.0,-0.0,-0.05,-3.72,-0.06,-0.18
75840584.0,366209.6633173,13920.0,1.0,-0.01,-0.04,-3.48,0.0,-0.55
75845312.0,366209.714975,13921.0,1.0,-0.01,-0.04,-3.66,0.3,-0.43
75850092.0,366209.7599558,13922.0,1.0,-0.0,-0.04,-3.9,0.3,-0.43
75854860.0,366209.8087856,13923.0,1.0,-0.0,-0.04,-3.35,0.06,-0.55
75859628.0,366209.8727143,13924.0,1.0,-0.0,-0.04,-3.35,0.06,-0.37
